GFlops, SizeI, SizeJ, SizeK, SizeL, LDD, LDC, LDA, LDB, TotalFlops, Cijk_Ailk_Bljk_SB_MT64x64x8_SE_
0, 4096, 4096, 1, 4096, 4096, 4096, 4096, 4096, 137438953472, 2727.2
