GFlops, SizeI, SizeJ, SizeK, SizeL, LDD, LDC, LDA, LDB, TotalFlops, Cijk_Ailk_Bljk_SB_MT32x32x16_SE_K1
0, 157, 177, 1, 53, 157, 157, 157, 53, 2945634, 64.149877263624532
