GFlops, SizeI, SizeJ, SizeK, SizeL, LDD, LDC, LDA, LDB, TotalFlops, Cijk_Ailk_Bljk_HB_MT64x64x16_SE_
0, 1024, 1024, 1, 1024, 1024, 1024, 1024, 1024, 2147483648, 2974.04
