GFlops, SizeI, SizeJ, SizeK, SizeL, LDD, LDC, LDA, LDB, TotalFlops, Cijk_Ailk_Bljk_SB_MT64x64x4_SE_
0, 517, 517, 1, 217, 517, 517, 517, 217, 116003426, 442.088
