GFlops, SizeI, SizeJ, SizeK, SizeL, LDD, LDC, LDA, LDB, TotalFlops, Cijk_Ailk_Bljk_SB_MT64x64x4_SE_K1
0, 157, 177, 1, 53, 157, 157, 157, 53, 2945634, 33.351833499060831
