GFlops, SizeI, SizeJ, SizeK, SizeL, LDD, LDC, LDA, LDB, TotalFlops, Cijk_Ailk_Bljk_HB_MT32x32x32_SE_
0, 32, 32, 1, 8, 32, 32, 32, 8, 16384, 0.487619
