GFlops, SizeI, SizeJ, SizeK, SizeL, LDD, LDC, LDA, LDB, TotalFlops, Cijk_Ailk_Bljk_SB_MT64x64x4_SE_
0, 311, 311, 1, 113, 311, 311, 311, 113, 21858946, 136.619
