GFlops, SizeI, SizeJ, SizeK, SizeL, LDD, LDC, LDA, LDB, TotalFlops, Cijk_Ailk_Bljk_HB_MT32x32x32_SE_
0, 32, 32, 1, 32, 32, 32, 32, 32, 65536, 1.16364
