GFlops, SizeI, SizeJ, SizeK, SizeL, LDD, LDC, LDA, LDB, TotalFlops, Cijk_Ailk_Bljk_SB_MT32x32x8_SE_
0, 32, 32, 1, 2, 32, 32, 32, 2, 4096, 0.140664
